tweet_id,tweet_text,stance_target,stance_label,tweet_image
1309199884587872256,"Time to channel our grief, fear and anger into action: write letters via @votefwd and @ToVoters, make calls via @supermajority or texts via @womensmarch, support orgs like @votesaveamerica @VoteEqualityUS or directly to @JoeBiden. Be #Ruthless and #GetOutTheVote! Photo: #SCOTUS https://t.co/7bQL1MNdg1",Joe Biden,Favor,images/1309199884587872256_0.jpg
1310810910567673858,"@SpeakerPelosi @mitchellreports Distractions don't work, stay focused Nancy! #AmyConeyBarrett #BallotHarvesting #SaveOurChildren #PresidentialDebate2020 #DementiaJoe #PedoJoe  #YourReignWillBeOverSoon #Trump2020LandslideVictory https://t.co/ktZmqqhqAZ",Joe Biden,Against,images/1310810910567673858_0.jpg
1310951022660128768,@JoeBiden Scranton vs Park Avenue... I choose SCRANTON JOEY!!!! #ImWithJoey #BidenHarris2020 #Biden #Debates2020 #Debate https://t.co/b8RFBGsuXW,Joe Biden,Favor,images/1310951022660128768_0.jpg
1311027891581247488,President Donald Trump Joe Biden Jill Debate 2020 30 minute break political cartoon 😂 #Debates2020 #debates #joebiden #jillbiden #politicalcartoon @realdonaldtrump @erictrump @greggutfeld @seanhannity @TuckerCarlson @DonaldJTrumpJr @IvankaTrump @MarkDice @WhiteHouse  @mattgaetz https://t.co/kSJErABkS9,Joe Biden,Against,images/1311027891581247488_0.jpg
1311000094108528640,"Joe Biden Highlights
 
#PresidentialDebate2020 https://t.co/SYE1bA127M",Joe Biden,Neutral,images/1311000094108528640_0.jpg
1309514663558692864,"WE’VE GOT TO SAVE OUR CHILDREN. 
*
*
*
#BidenHarris2020 #Vote #GetYourAssOutAndVote #MakeADifference #BlackLivesMatter #BlackVotesMatter #2020Election #JeniferLewis #TheMotherOfBlackHollywood #InTheseStreets https://t.co/icxZcYDnGR",Joe Biden,Favor,images/1309514663558692864_0.jpg
1290036472511262720,"@GailJaz @GeneralWarz @marc_Q1 @MyQueenRedVenus @PalmDesertRat @Beanie_girl89 @6831Bryan @RandyIngram1955 @VOL4KIDS @MZITO444 @Raiden3pt0 @Tpeee60 @Karma67194532 @ec_kag @nwsonsofliberty @Susaninlaguna @lovebaldeagles @Nick_Trump7 @Odinoom @FrozenFlash99 I'm following back at twits desecration! 😡

Twitter knows we are strong together. 

#UNITEDNOTDIVIDED 
#WWG1WGA 
#Trump2020NowMoreThanEver https://t.co/t3wM1vWC2J",Joe Biden,Against,images/1290036472511262720_0.jpg
1311000878913118209,@JoeBiden and @KamalaHarris releasing their tax returns papers one day after #TrumpTaxReturns $750 is everything we needed for the night of the first debate #PresidentialDebate2020 https://t.co/hfoUlJSJWw,Joe Biden,Neutral,images/1311000878913118209_0.jpg
1310999806794317824,"#debate #Debates2020 #BidenHarris 

“Joe Biden’s handlers several days ago agreed to a pre-debate inspection for electronic earpieces but today abruptly reversed themselves and declined.""
Look for yourself! https://t.co/ID73FBlIwj",Joe Biden,Against,images/1310999806794317824_1.jpg
1310969951918809088,This popped up in my facebook memories from last year. Lmfao @JoeBiden #Biden #Debates2020 https://t.co/GgpCzXftU9,Joe Biden,Against,images/1310969951918809088_0.jpg
1311006834094993408,"There's only One way
To Stop Trump &amp; Russia!!!
#VoteTooBIGtoRIG 
#VOTE #VOTE 
#Vote2020 #VoteEarly 
#PresidentialDebate2020 #debate https://t.co/pT3FYvaEBZ",Joe Biden,Favor,images/1311006834094993408_0.jpg
1310920293129617408,"Good Morning to all! Except the ignorant folks, I can't get with em. #Yankees ready for some fire! #Trump #SleepyJoeBiden #Debates2020 its only Tuesday! Chilling with my Bobcat the Lion mug! Lets goooo! 🇺🇲💪🏻 https://t.co/Fic7qIMD9H",Joe Biden,Against,images/1310920293129617408_0.jpg
1309465697794301954,@BiiiteMe_ @Thaysvols Only the Beginning! #2020Election #2020TrumpLandslide #VoteDemsOut @JoeBiden Agenda https://t.co/3LRWKagAKK,Joe Biden,Against,images/1309465697794301954_0.jpg
1310807115074764806,"I had a conversation with a friend on why he is voting for #Biden.  I asked, How will #BidenHarris2020 make life better? His response, ""Get #Trump out of office!"" The President is ""Special"".  But What is Joe Offering? Are these on the table? #Politics #DebateTuesday #Debates2020 https://t.co/YtjXde9q10",Joe Biden,Against,images/1310807115074764806_0.jpg
1310900574515232769,"14 hours to go @JoeBiden, are you ready? #Debates2020 https://t.co/YdQbjuOcQj",Joe Biden,Against,images/1310900574515232769_0.jpg
1311039422956150785,"Who's excited for tonight's #PresidentialDebate2020? 
Let's get y'all pre-pumped with this #BidenCoalition playlist! 🥁
https://t.co/F5YztzI0YB https://t.co/GtQV68xBsX",Joe Biden,Favor,images/1311039422956150785_0.jpg
1310998415099269121,"Tonight marks the beginning of the end of our long national nightmare. Give him hell, Joe!!!

#Debates2020 @JoeBiden @TheDemocrats #Resist https://t.co/hxUmoX3swj",Joe Biden,Favor,images/1310998415099269121_0.jpg
1311004089535418369,@Pres_Bartlet @SamSeaborn @joshualyman @Toby_Ziegler @AllisonBJanney @thewestwingTV - Please tell me you have a “This isn’t Uncle Fluffy” comment ready to go for @JoeBiden in the debate tonight! Lol #BidenHarris2020 #BidenHarris2020ToSaveAmerica #PresidentialDebate2020 https://t.co/KXxB1iOaUA,Joe Biden,Favor,images/1311004089535418369_0.jpg
1298272201867632640,@RaffAgostino @mentalist_nuno @realDonaldTrump @CNN 🤣🤣🤣 You better pack your bags. It’s gonna be a loooooong 4 more years for you snowflakes. #Trump2020 #4MoreYears https://t.co/extyjtwAMu,Joe Biden,Against,images/1298272201867632640_0.jpg
1310989602497404934,First picture of @JoeBiden at the debate vs @realDonaldTrump. Hasn't agreed to a check for ear piece receiver as of yet. #PresidentialDebate2020 #EarpieceJoe https://t.co/Hli7P8LxmE,Joe Biden,Against,images/1310989602497404934_0.jpg
1310971368591171585,"Breaking! Just hours away from his historic debate, @JoeBiden immerses in opposition research. #Debates2020 https://t.co/swlzqNZHIN",Joe Biden,Against,images/1310971368591171585_0.jpg
1311011400576307202,NEW POLL: Biden edging Trump in Georgia https://t.co/BYYIlQfZIz https://t.co/L5FKyfd8QI,Joe Biden,Favor,images/1311011400576307202_0.jpg
1310981026139774977,"It goes back to ages !
#JoeBiden has been working on this debate since he could barely even talk ~

#DebateTuesday
#Debates2020
#debates
#Debate
#Trump https://t.co/nanUvTR2Ha",Joe Biden,Against,images/1310981026139774977_0.jpg
1310995961251074048,"No cheating Joe! If you have nothing to hide, you'd be open to a simple 5 second ear check.

@FoxNews @realDonaldTrump 

#PresidentialDebate2020 #PresidentialDebate #Debates2020 #debates #Ohio #EarPieceBiden #Trump2020Landslide #FoxNews #Biden https://t.co/nk1gOx9Fq8",Joe Biden,Against,images/1310995961251074048_0.jpg
1310539546745024512,"There’s no truth to the rumor that Joe Biden will wear a mask during the debate, all while a voice impressionist (like Rich Little) conducts the entire debate for him. Right? 😆

#WhatILearnedToday #PutThatInYourPipe #Debates2020 @PatUnleashed @realBradStaggs https://t.co/rZZJ9oaAbS",Joe Biden,Against,images/1310539546745024512_0.jpg
1310991450654617601,Has Joe got your vote in 2020? #Debates2020 #Trump #Biden #Election2020 https://t.co/Zh3jhdPIf5,Joe Biden,Favor,images/1310991450654617601_0.jpg
1298434149917683712,Attorney and lobbyist Pam Bondi spent much of her speech criticizing Joe Biden and his family. She was also one of the few #RNC2020 speakers to end her speech with information for viewers on how to register to vote. https://t.co/pvqpu8nrnP,Joe Biden,Neutral,images/1298434149917683712_0.jpg
1310984961281851393,"Report Says Biden Wants Debate Break Every 30 Minutes. McEnany Fires: ‘There Are No Breaks When You’re Leader Of The Free World, Joe!’ https://t.co/62JpnaXhPj https://t.co/0q3MmCS52Q",Joe Biden,Against,images/1310984961281851393_0.jpg
1310731497322680320,@RyanTay1977 @mirandadevine Obviously 💊💉 drug testing of #DementiaJoe is essential !  Hope there’s also a mandatory EAR CHECK👇🏻 he’s done it before👇🏻@realDonaldTrump must call him on it 🤷🏻‍♂️ #Debates2020 https://t.co/Cegaink8Pq,Joe Biden,Against,images/1310731497322680320_0.jpg
1310999322390138881,Prepped and ready for the #PresidentialDebate2020 #OrangeManBad #HidenBiden https://t.co/8ny5IJp2xq,Joe Biden,Against,images/1310999322390138881_0.jpg
1310952820867305473,"@JoeBiden @Women4Biden No apologies tonight @JoeBiden.  

Hammer home the facts clearly.

Stay on point.  

No rambling.

Stay focused on facts on Trumps taxes, healthcare.

Make Trump answer the questions and call him out when he doesn’t.

If he brings up Hunter you bring up Ivanka. 

#Debates2020 https://t.co/90OE2o1iln",Joe Biden,Favor,images/1310952820867305473_0.jpg
1310952203729936395,"#DebateTuesday, #Debates2020 Tonight, representing Russia, give it up for Don ""Con"" Trump. On the other corner, representing China, ""Sleepy"" Joe Biden. Grandpa vs Grandpa, past their bedtime, what could go wrong? https://t.co/PurL34M56o",Joe Biden,Against,images/1310952203729936395_0.jpg
1310797747902177280,"@ericgarland stop your #FakeNews pal 
You really voting for #JoeBiden ? #Mothers #Daughters #Mom #Dads #Sister #Cousin #America finds this disgusting 
#DebateTuesday #Debates2020  #Debates #PedoJoe https://t.co/Yw53KgOKRJ",Joe Biden,Against,images/1310797747902177280_3.jpg
1311000764022743046,Since Biden refuses a drug test AND a device check for the debate tonight. Trump should have 3 young girls on his side of the debate stage as special guests just to distract Joe. #Debates2020 https://t.co/VS85SeN2CD,Joe Biden,Against,images/1311000764022743046_0.jpg
1310989176058318849,@JoeBiden #JoeBiden #EarpieceJoe #Debates2020 are going to be funny https://t.co/oWLJMSl62O,Joe Biden,Against,images/1310989176058318849_0.jpg
1232491323329925120,@TulsiGabbardi should be commander in Chief  #DemDebate https://t.co/jY7aj2CjM2,Joe Biden,Neutral,images/1232491323329925120_0.jpg
1310965283666960385,"Tonight!! A battle between good and evil!! 
The first 2020 presidential debate. 
Please watch!!
#BidenHarrisLandslide2020 #Debate2020 #Debates2020 #takebackourcountry
#BlueWave2020 https://t.co/AqrkMWTC3n",Joe Biden,Favor,images/1310965283666960385_0.jpg
1311007862244728838,Let’s all give some words of encouragement for @JoeBiden tonight! God bless you for having the tenacity to fight the good fight! You got this! #GoJoe2020 #BidenHarris2020 #SaveDemocracy #Debates2020 #VoteForJoe #VoteBlueToSaveAmerica https://t.co/xLYkApFEgY,Joe Biden,Favor,images/1311007862244728838_0.jpg
1299953784345550848,@JoeBiden #JoeBiden you know your suffering from #Dementia that's why you can't spell or talk you just slur .👇 welcome to your new and approved mental ward .👇 https://t.co/IXz4Nxm7GM,Joe Biden,Against,images/1299953784345550848_0.jpg
1310945492675764224,"@JoeBiden looking forward to the debate! Joe you know the IMPOTUS #Trump is going to go below the belt- but keep swinging...you got this! Show him and America you not no punk when it comes to standing up for what’s right!
#PresidentialDebate2020 
#BidenHarris2020 #ByeDon2020 https://t.co/4tgG5JwpKJ",Joe Biden,Favor,images/1310945492675764224_0.jpg
1308756859910860805,Trump Supporters Disrupt Early Voting in Virginia | NowThis https://t.co/u6N5ch8Sa4 via @YouTube #TrumpSupporters #VoterSuppression #COVIDIDIOTS #VoteBlueToEndThisNightmare How is this allowed. https://t.co/Gm1uxhuzYz,Joe Biden,Favor,images/1308756859910860805_0.jpg
1311017320479940609,All #Biden has to do to win is say nothing #Debates2020 #FuckDonaldTrump https://t.co/oS8eyQBveE,Joe Biden,Favor,images/1311017320479940609_0.jpg
1311006626682470405,"Trump will say a payroll tax cut will benefit Americans.
FACT: The payroll tax split between employers and workers funds Social Security &amp; Medicare. A cut to that will undercut Social Secuirty. Period.
Joe has a real plan. https://t.co/a4RjCQZ27j #ScrantonVsParkAve #Debates2020 https://t.co/j6yXPdQDkO",Joe Biden,Favor,images/1311006626682470405_0.jpg
1310999437427331074,"#JoeBiden gets nominated for #NobelPeacePrize.

#Debates2020
@JoeBiden @NobelPrize https://t.co/QXhwah2c8C",Joe Biden,Favor,images/1310999437427331074_0.jpg
1311038851562037249,"@business Joe Biden used this strategy to trim his tax bill. You can, too.
 https://t.co/ekoCCH0RY2
#Debates2020 #debate #debates #Election2020 #Elections2020 #ElectionDay https://t.co/5SMOb0Oyyf",Joe Biden,Neutral,images/1311038851562037249_0.jpg
1296601660475809793,"Joe Biden “has to make a positive case and present a bigger vision than ‘I am not Trump, let’s go back to normal,’” former presidential candidate @AndrewYang said in April. 
Yang will be speaking at the #DNC tonight.
https://t.co/hnQpnaf48I https://t.co/lfZrceICKw",Joe Biden,Neutral,images/1296601660475809793_0.jpg
1311030557728559104,"Joe Biden: I got to the Senate 180 years ago..

I'm wondering after such illogical statement, how in the earth he will manage keeping up intellectually against @realDonaldTrump
during the #Debates2020 ?! https://t.co/sHH0PeurOJ",Joe Biden,Against,images/1311030557728559104_0.jpg
1311010283469463552,"One of the things I love BEST about the Biden/Harris campaign: how hard they troll 45. 😂😂😂😂🤣🤣🤣🤣

#GenZ #Debates2020 #Biden2020 #VOTE  #VoteReady https://t.co/JDrOy1t9Os",Joe Biden,Favor,images/1311010283469463552_0.jpg
1310975601151541248,"CNN just tweeted and implied Joe is the ""Former Democratic Nominee""

#biden #SleepyJoe #JoeBiden #Trump #Debates2020 #TrumpLandslide2020 #DebateTuesday #debate #Debates #TrumpBidenDebate
@scrowder 
https://t.co/cNVZAbiY8u https://t.co/flE82YUqBg",Joe Biden,Against,images/1310975601151541248_0.jpg
1310749254240141312,"I hope @realDonaldTrump ‘s tech people are set up to monitor &amp; jam frequencies that @JoeBiden ‘s people may be using to transmit answers to his tiny, hidden earpiece during the #debate?  

Maybe hijack the freq and give crazy answers?
#Debates2020 #DebateTuesday https://t.co/SJVWTBdR77",Joe Biden,Against,images/1310749254240141312_0.jpg
1217715056105754625,And backstage before the final debate Biden clubbed Trump to death. And we elected him anyway. And he pardoned himself. #DemDebate https://t.co/9wHFmoR3io,Joe Biden,Neutral,images/1217715056105754625_0.jpg
1310374941473280002,"#Biden needs to stay on topic and NOT go low like Trump will 💯 #JoeBiden  DO Not follow down the rabbit hole, it's just a hole nothing more
#Debates2020 https://t.co/wWW8PQsU3m",Joe Biden,Favor,images/1310374941473280002_0.jpg
1310939235277508610,"@WTEDyke Thank you! Thank you! 

How are you watching the debate tonight?
#BidenCalm #PresidentialDebate2020 #TrumpTaxes https://t.co/HRK4FN28KQ",Joe Biden,Favor,images/1310939235277508610_0.jpg
1310747900536733697,"@woodstockblues @SatireWorks #Debates2020earpiece 🦻
#Debates2020 

#3 Creating signal interference leaving #CreepyJoeBiden on his own

#2 Hacking-in, taking control over comms &amp; providing wrong answers 

#1 👇 https://t.co/mt2Blt228j",Joe Biden,Against,images/1310747900536733697_0.jpg
1309480304638296064,"Democrats need a fresh, exciting, new face for the #2020Election Unfortunately for them, they're getting 76-yr-old Joe Biden, a guy who's been running for President since the 1980s 😂  @JoeBiden steals speech - Johnny Carson 1987 https://t.co/Q1DjjmAMKQ via @YouTube
#Trump2020 https://t.co/7x7la961bD",Joe Biden,Against,images/1309480304638296064_0.jpg
1299871737648222208,@EricTrump Vote for Law and Order in November. 🇺🇸 #Trump2020 #LawAndOrder https://t.co/ffD75n9qvk,Joe Biden,Against,images/1299871737648222208_0.jpg
1310250272975855617,The cognitive abilities are dead &amp; gone but Biden's body made #2020election !! #godbless #Biden https://t.co/1R6DRvSpAH,Joe Biden,Against,images/1310250272975855617_0.jpg
1311007856695664642,"Any Digital Soldiers out there that can hack Biden's earpiece and play Despacito on repeat? 
#Debates2020 https://t.co/a2UHhfa1fh",Joe Biden,Against,images/1311007856695664642_0.jpg
1310800835329372162,"This is what #Biden needs to be tomorrow night debating Trump...
#Debates2020 https://t.co/L3asMORl9i",Joe Biden,Against,images/1310800835329372162_0.jpg
1310785644122103808,"Won't it be wonderful to not have evil scum in the Whitehouse? 
#Debates2020 #BidenHarrisToSaveAmerica #BidenHarris2020 #JoePaysHisTaxes #TrumpTaxCheat https://t.co/aOju7YUZhk",Joe Biden,Favor,images/1310785644122103808_0.jpg
1310979119023370240,"What if during at the the debate tonight President Trump is in mid sentence and your here ""IT DOESN'T MATTER..."" and @TheRock walks out? Then as he is pattng Biden on the back he looks at Trump and winks....SWERVE! He drops Joe with the Rock Bottom! #DebateTuesday #Debates2020 https://t.co/PAgdQpkfQ2",Joe Biden,Against,images/1310979119023370240_0.jpg
1310758038010126336,@DraftTulsi I can’t wait to see Trump rip him a new one over the Iraq War like he did to Jeb Bush... Dems gave us a loser in this primary for sure! #Election2020 #Debates2020 https://t.co/3VFP0p5c2b,Joe Biden,Against,images/1310758038010126336_0.jpg
1310990474421788672,"Hope @POTUS knows what he’s getting into this evening. 🥁 

#PresidentialDebate2020
#TeamJoe
#PolishAmericansForBiden
#BidenHarris https://t.co/vFrVtp255W",Joe Biden,Favor,images/1310990474421788672_0.jpg
1310903269104013312,"#Debates2020 #debates 

In one corner, a reality TV lying piece of fraud tax evasion piece of shit who likes to play golf and disrespect women and the military; Trump.

In the other corner, an experienced politician human being with a plan to #BuildBackBetter . @JoeBiden https://t.co/8ODNp5EyTU",Joe Biden,Favor,images/1310903269104013312_0.jpg
1310241652259401728,A Freaking amen 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼 Speak Dr Jill. Speak 👏🏼👏🏼👏🏼 #Debates2020 #BidenHarrisLandslide2020 #VoteHimOut #BidenHarris2020 #Vote #VoteBlueToEndThisNightmare #VoteBlueToSaveAmerica #VoteBlueDownBallot #Vote #TheEntireGOPIsCorruptAndComplicitVoteAccordingly https://t.co/nJyDmnjIBZ,Joe Biden,Favor,images/1310241652259401728_0.jpg
1309181879996751879,"8) Joe Biden is a Disaster on Foreign Policy as well as Domestic - THREAD 🧵

Enter Amos Hochstein💥 Special Convoy and Coordinator for International Energy Affairs for the State Department - JOE BIDEN DID HAVE CONVERSATIONS WITH HIS SON, HUNTER BIDEN  ❗️ https://t.co/8wWoxRq1Ls",Joe Biden,Against,images/1309181879996751879_1.jpg
1311013220568764418,"#BidenHarris2020 
Waiting for the #PresidentialDebate2020 like...@KamalaHarris https://t.co/lD44gvep6A",Joe Biden,Favor,images/1311013220568764418_0.jpg
1310713641336025088,"Im hype for the presidential debate tomorrow!!

#PresidentialDebate2020 #BidenHarris2020 #SaveDemocracy #VoteHimOut https://t.co/MiawmQhEU1",Joe Biden,Favor,images/1310713641336025088_0.jpg
1311036166980993031,"My 6yo just handed me this and all of a sudden I have renewed hope for our future 😍🥰😭

#JoeBidenKamalaHarris2020 #JoeBiden #Debates2020 #DebateTuesday https://t.co/cavxNnNckh",Joe Biden,Favor,images/1311036166980993031_0.jpg
1287702493603008517,I posted this on Facebook 4 years ago. Looking forward to November 3rd. @JoeBiden #Biden2020 https://t.co/SGPJmDItuC,Joe Biden,Favor,images/1287702493603008517_0.jpg
1310989066859614208,"OK, I have money on it that Biden will trick Trump into saying he is a ""Master Debater!""
#Debates2020 #BidenHarris2020 #TrumpIsALoser https://t.co/wcjsdvMWCJ",Joe Biden,Favor,images/1310989066859614208_0.jpg
1311028368981323776,@JoeBiden doesn’t want his ears inspected for any earpieces that may assist him in replying to Trump’s scathing attacks. He’s found a novel way to ensure no one touches his ears on the grounds of his new found faith. #desperatebiden #Debates2020 #Trump2020 https://t.co/l3YQkkBC0d,Joe Biden,Against,images/1311028368981323776_0.jpg
1310706669349998594,Just voted for Joe Biden to be the next President of the United States. 🇺🇸 #AbsenteeBallot #GetOutTheVote https://t.co/bLAPHkRiXp,Joe Biden,Favor,images/1310706669349998594_0.jpg
1308757399952592899,"Nobody should ever forget what #JoeBiden and #Democrats did to #ClarenceThomas. Turning blacks against blacks has long been their specialty 😡

https://t.co/Jx9nqkuTgj",Joe Biden,Against,images/1308757399952592899_0.jpg
1310993732242608128,"All joking aside about Biden’s mental state.. 
Those topics are really dangerous topics for @JoeBiden on his best day; considering his terrible track record with #criminaljustice reform and #racism. #Debates2020 #2020Election https://t.co/8V8v3xtnue",Joe Biden,Against,images/1310993732242608128_0.jpg
1309197725481623553,We All Know Biden Won’t Be Able To Debate Trump Unless You Trick The People Into Believeing He’s Really There...😳🎥 #2020Election https://t.co/lpRBJoQuUX,Joe Biden,Against,images/1309197725481623553_0.jpg
1310954918992281601,@ezralevin the co founder of Indivisible will be on my daughter @ShawndraRussell podcast today at 4pm!!! @GreatResetNow so excited for her!! The Great Reset @IndivisibleNet #VOTE #VoteHimOut #BidenHarrisLandslide2020 #Debates2020 #PresidentialDebate https://t.co/Wr7jCepNAh,Joe Biden,Favor,images/1310954918992281601_0.jpg
1311002053624229888,"At tonight’s #debate I really really want @JoeBiden to remind the American people of this famous Trump quote bc it perfectly encapsulates his entire presidency 💁🏻‍♀️ 
#Debates2020 
#BidenHarrisLandslide2020 https://t.co/o92tfk2AmR",Joe Biden,Favor,images/1311002053624229888_0.jpg
1310993732116897794,"In #2020Election, top issues for Trump supporters are economy, crime; Biden supporters prioritize health care, #coronavirus outbreak https://t.co/o32vvEwIR2 https://t.co/mhK5LggU2o",Joe Biden,Neutral,images/1310993732116897794_0.jpg
1310992396621090817,Biden just released his 2019 tax returns and I couldn’t care less.  #PresidentialDebate2020 https://t.co/CsCad0VXRN,Joe Biden,Neutral,images/1310992396621090817_0.jpg
1295897720130084866,"If Tracee Ellis Ross doesn’t bring her mom on camera, I’m going to be disappointed. #DemConvention https://t.co/Q8NOGUuMdq",Joe Biden,Neutral,images/1295897720130084866_0.jpg
1311015899772719105,"Tonight’s the night!

@JoeBiden is prepared and ready to take on Trump, making sure every attack he throws brings us back to the issues the people care about. #Debates2020

Our nation needs a leader. Let’s go!!! 🙌🙌🙌 https://t.co/0Tu2KBsHus",Joe Biden,Favor,images/1311015899772719105_0.jpg
1310985710585798662,DigitalChamber #TC #2020Election #Facebook #JoeBiden Biden campaign calls out Facebook for spreading Team Trump’s dangerous voting lies https://t.co/d4G4XPkh3h https://t.co/L5eGYpPd4d,Joe Biden,Favor,images/1310985710585798662_0.jpg
1310956383156793344,"Biden team wants 2 breaks during the 90 minutes, rejects 3rd party ear piece inspection. This speaks volumes #Debates2020 https://t.co/YrzAYKWXr7",Joe Biden,Against,images/1310956383156793344_0.jpg
1311037150805147648,"Hey! What time did they ""call the lid"" today? Gotta make sure Old Joe can rest up for the debate tonight. Asking for a country #copolitics #Debates2020 #Trump2020 #VoteRedToSaveAmerica2020 https://t.co/sYPWqcXD6b",Joe Biden,Against,images/1311037150805147648_0.jpg
1309893284576333825,"Kamala Harris praises 'brilliance' of BLM, says protests are 'essential component of evolution in our country'.  That pretty much says it all about who these people are on the Democrats side. #2020election #HarrisBiden2020 #Trump2020LandslideVictory https://t.co/FI7oLoWgqb https://t.co/7zwJYWReMc",Joe Biden,Against,images/1309893284576333825_0.jpg
1310911887287160837,First presidential debate tonight at 9pm. I feel like Trump is going to make Biden look like he is senile. #Debates2020  #PresidentialDebate https://t.co/Yd7AM8rOEa,Joe Biden,Against,images/1310911887287160837_0.jpg
1310766506213507074,@JoeBiden Do this to him during the debate.  #Debates2020 https://t.co/5hA4hkgOvN,Joe Biden,Favor,images/1310766506213507074_0.jpg
1311014510065582087,@RealCandaceO @JoeBiden #SleepyJoe will be jacked for the #Debates2020 today! https://t.co/cDJ88H4Dlh,Joe Biden,Against,images/1311014510065582087_0.jpg
1310808219267276806,"@TrumpStudents #JoeBiden is Not Fit to be #POTUS 

#Debates2020 https://t.co/g4JLKdwxjF",Joe Biden,Against,images/1310808219267276806_0.jpg
1311026976489123846,Who are you and where the fuck am I breaks. #Debates2020 #Trump2020 https://t.co/mdMMMq1LGJ,Joe Biden,Against,images/1311026976489123846_0.jpg
1310988806011736064,"#COVID19 has exacerbated housing affordability needs, and millions of households are struggling to make rent and mortgage payments. Tonight, we want to hear from @realDonaldTrump and @JoeBiden on how they plan to make the #CostofHome affordable. #Debates2020. https://t.co/SwfKmDiVHo",Joe Biden,Neutral,images/1310988806011736064_0.jpg
1310914994477961216,"'Joe Biden is the Only Truly Pro-Life Presidential Candidate'

https://t.co/vR0NGJsiiU

#PresidentialDebate 
#PresidentialDebate2020 
#VoteBidenHarris2020 https://t.co/VHItlu8bPv",Joe Biden,Favor,images/1310914994477961216_0.jpg
1309102241748578314,"Repubs are totally trashing their Party. They are not a true representation of Republican values any longer. It started before Trump (w/McConnell), but they emulate their unhinged ""leader"" more and more each day.

#GetOuttheVote
#BidenHarris2020ToSaveAmerica https://t.co/lwNBxwkdS0",Joe Biden,Favor,images/1309102241748578314_0.jpg
1310962816891879424,"How I expect @JoeBiden to enter the stage in tonight’s 
#PresidentialDebate2020 https://t.co/aQAZDycgbH",Joe Biden,Neutral,images/1310962816891879424_0.jpg
1310970066427613190,#PresidentialDebate2020! Because I get the feeling #Democrats will want to put a lid back on #JoeBiden after tonight. https://t.co/eufChGSd3J,Joe Biden,Against,images/1310970066427613190_0.jpg
